ID,Klant ID,Client,SBI,Size,Period (Q),Quarterly wage,Total premium,Overhead,Variable cost,Safety markup,Premium,Payout,y
35,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2022Q3,118710.72,5699.7,78.75,694.46,296.78,4629.72,4491.0,3.9
36,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2022Q4,118710.72,6655.32,78.75,819.1,296.78,5460.69,4915.0,4.6
37,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2023Q1,118710.72,6655.32,78.75,819.1,296.78,5460.69,6607.0,4.6
38,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2023Q2,118710.72,5972.74,78.75,730.07,296.78,4867.14,4916.0,4.1
39,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2023Q3,118710.72,5563.19,78.75,676.65,296.78,4511.01,4060.0,3.8
40,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2023Q4,118710.72,5972.74,78.75,730.07,296.78,4867.14,4478.0,4.1
41,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2024Q1,123459.15,6350.47,78.75,777.79,308.65,5185.28,4252.0,4.2
42,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2024Q2,123459.15,5782.56,78.75,703.72,308.65,4691.45,5677.0,3.8
43,1,De Betrouwbare Schakel Adviesgroep,L Verhuur en handel van onroerend goed,10 tot 100 werkzame personen	,2024Q3,123459.15,5214.65,78.75,629.64,308.65,4197.61,4030.0,3.4
44,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2014Q1,200327.44,7951.62,78.75,961.57,500.82,6410.48,6026.0,3.2
45,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2014Q2,200327.44,7490.87,78.75,901.47,500.82,6009.82,4688.0,3.0
46,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2014Q3,200327.44,7490.87,78.75,901.47,500.82,6009.82,5108.0,3.0
47,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2014Q4,200327.44,8181.99,78.75,991.62,500.82,6610.81,7206.0,3.3
48,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2015Q1,192314.34,8521.35,78.75,1038.5,480.79,6923.32,6854.0,3.6
49,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2015Q2,192314.34,7415.54,78.75,894.26,480.79,5961.74,7273.0,3.1
50,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2015Q3,192314.34,7194.38,78.75,865.41,480.79,5769.43,5654.0,3.0
51,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2015Q4,192314.34,8521.35,78.75,1038.5,480.79,6923.32,8446.0,3.6
52,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2016Q1,207699.49,9196.76,78.75,1121.58,519.25,7477.18,7253.0,3.6
53,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2016Q2,207699.49,8241.34,78.75,996.96,519.25,6646.38,7843.0,3.2
54,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2016Q3,207699.49,8002.49,78.75,965.8,519.25,6438.68,6632.0,3.1
55,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2016Q4,207699.49,9196.76,78.75,1121.58,519.25,7477.18,8524.0,3.6
56,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2017Q1,207699.49,10391.03,78.75,1277.35,519.25,8515.68,8005.0,4.1
57,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2017Q2,207699.49,8480.19,78.75,1028.11,519.25,6854.08,7745.0,3.3
58,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2017Q3,207699.49,7763.63,78.75,934.65,519.25,6230.98,6729.0,3.0
59,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2017Q4,207699.49,8719.05,78.75,1059.27,519.25,7061.78,5296.0,3.4
60,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2018Q1,193160.53,10779.84,78.75,1332.81,482.9,8885.38,9241.0,4.6
61,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2018Q2,193160.53,7892.09,78.75,956.14,482.9,6374.3,6693.0,3.3
62,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2018Q3,193160.53,7225.69,78.75,869.22,482.9,5794.82,5505.0,3.0
63,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2018Q4,193160.53,9891.3,78.75,1216.91,482.9,8112.74,8924.0,4.2
64,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2019Q1,185434.1,9712.05,78.75,1196.05,463.59,7973.67,9010.0,4.3
65,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2019Q2,185434.1,8859.05,78.75,1084.79,463.59,7231.93,7449.0,3.9
66,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2019Q3,185434.1,8859.05,78.75,1084.79,463.59,7231.93,6726.0,3.9
67,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2019Q4,185434.1,9712.05,78.75,1196.05,463.59,7973.67,8771.0,4.3
68,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2020Q1,174308.06,10737.69,78.75,1333.46,435.77,8889.71,9601.0,5.1
69,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2020Q2,174308.06,9735.42,78.75,1202.73,435.77,8018.17,6735.0,4.6
70,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2020Q3,174308.06,9735.42,78.75,1202.73,435.77,8018.17,9301.0,4.6
71,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2020Q4,174308.06,9735.42,78.75,1202.73,435.77,8018.17,7297.0,4.6
72,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2021Q1,184766.54,9889.85,78.75,1219.46,461.92,8129.73,9918.0,4.4
73,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2021Q2,184766.54,9889.85,78.75,1219.46,461.92,8129.73,10081.0,4.4
74,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2021Q3,184766.54,9677.37,78.75,1191.74,461.92,7944.96,7866.0,4.3
75,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2021Q4,184766.54,11164.74,78.75,1385.75,461.92,9238.33,7021.0,5.0
76,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2022Q1,192157.2,12934.07,78.75,1614.12,480.39,10760.8,12483.0,5.6
77,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2022Q2,192157.2,9619.36,78.75,1181.77,480.39,7878.45,6145.0,4.1
78,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2022Q3,192157.2,9840.34,78.75,1210.59,480.39,8070.6,9765.0,4.2
79,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2022Q4,192157.2,11608.18,78.75,1441.18,480.39,9607.86,7686.0,5.0
80,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2023Q1,194078.78,12169.86,78.75,1513.81,485.2,10092.1,12010.0,5.2
81,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2023Q2,194078.78,10830.71,78.75,1339.14,485.2,8927.62,7588.0,4.6
82,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2023Q3,194078.78,10161.14,78.75,1251.81,485.2,8345.39,6509.0,4.3
83,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2023Q4,194078.78,12169.86,78.75,1513.81,485.2,10092.1,7973.0,5.2
84,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2024Q1,205723.5,11712.41,78.75,1450.35,514.31,9669.0,10346.0,4.7
85,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2024Q2,205723.5,11002.67,78.75,1357.78,514.31,9051.83,9685.0,4.4
86,2,Blik op Bouw Constructie BV,B Delfstoffenwinning,100 of meer werkzame personen	,2024Q3,205723.5,11239.25,78.75,1388.63,514.31,9257.56,9072.0,4.5
87,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2014Q1,255489.93,9238.06,78.75,1111.38,638.72,7409.21,6816.0,2.9
88,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2014Q2,255489.93,8356.62,78.75,996.41,638.72,6642.74,8171.0,2.6
89,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2014Q3,255489.93,8356.62,78.75,996.41,638.72,6642.74,5846.0,2.6
90,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2014Q4,255489.93,9531.88,78.75,1149.7,638.72,7664.7,7741.0,3.0
91,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2015Q1,281038.92,11446.77,78.75,1391.14,702.6,9274.28,7512.0,3.3
92,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2015Q2,281038.92,9830.8,78.75,1180.36,702.6,7869.09,6138.0,2.8
93,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2015Q3,281038.92,8538.02,78.75,1011.74,702.6,6744.93,6003.0,2.4
94,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2015Q4,281038.92,9830.8,78.75,1180.36,702.6,7869.09,7948.0,2.8
95,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2016Q1,278228.53,11333.09,78.75,1377.23,695.57,9181.54,7621.0,3.3
96,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2016Q2,278228.53,9093.35,78.75,1085.09,695.57,7233.94,7596.0,2.6
97,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2016Q3,278228.53,8773.39,78.75,1043.36,695.57,6955.71,8347.0,2.5
98,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2016Q4,278228.53,10053.24,78.75,1210.29,695.57,8068.63,6132.0,2.9
99,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2017Q1,250405.68,9055.79,78.75,1089.26,626.01,7261.76,8424.0,2.9
100,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2017Q2,250405.68,8479.86,78.75,1014.14,626.01,6760.95,6491.0,2.7
101,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2017Q3,250405.68,7903.93,78.75,939.02,626.01,6260.14,7763.0,2.5
102,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2017Q4,250405.68,9919.69,78.75,1201.95,626.01,8012.98,10016.0,3.2
103,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2018Q1,255413.79,10997.69,78.75,1340.92,638.53,8939.48,7420.0,3.5
104,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2018Q2,255413.79,8647.88,78.75,1034.43,638.53,6896.17,8344.0,2.7
105,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2018Q3,255413.79,8647.88,78.75,1034.43,638.53,6896.17,7379.0,2.7
106,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2018Q4,255413.79,9235.33,78.75,1111.05,638.53,7407.0,8962.0,2.9
107,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2019Q1,263076.21,10720.18,78.75,1302.23,657.69,8681.51,9463.0,3.3
108,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2019Q2,263076.21,10115.11,78.75,1223.3,657.69,8155.36,10113.0,3.1
109,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2019Q3,263076.21,9812.57,78.75,1183.84,657.69,7892.29,7340.0,3.0
110,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2019Q4,263076.21,11325.26,78.75,1381.15,657.69,9207.67,9208.0,3.5
111,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2020Q1,270968.49,12285.88,78.75,1503.88,677.42,10025.83,12332.0,3.7
112,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2020Q2,270968.49,9481.36,78.75,1138.07,677.42,7587.12,7208.0,2.8
113,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2020Q3,270968.49,9481.36,78.75,1138.07,677.42,7587.12,5766.0,2.8
114,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2020Q4,270968.49,10727.81,78.75,1300.65,677.42,8670.99,10145.0,3.2
115,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2021Q1,273678.18,10834.3,78.75,1313.66,684.2,8757.7,9196.0,3.2
116,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2021Q2,273678.18,11149.03,78.75,1354.71,684.2,9031.38,9031.0,3.3
117,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2021Q3,273678.18,10834.3,78.75,1313.66,684.2,8757.7,8758.0,3.2
118,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2021Q4,273678.18,12093.22,78.75,1477.86,684.2,9852.41,7783.0,3.6
119,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2022Q1,249047.14,12730.34,78.75,1569.0,622.62,10459.98,10042.0,4.2
120,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2022Q2,249047.14,11584.73,78.75,1419.57,622.62,9463.79,7192.0,3.8
121,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2022Q3,249047.14,11298.32,78.75,1382.21,622.62,9214.74,9675.0,3.7
122,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2022Q4,249047.14,11584.73,78.75,1419.57,622.62,9463.79,10126.0,3.8
123,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2023Q1,263989.97,13489.44,78.75,1663.14,659.97,11087.58,11198.0,4.2
124,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2023Q2,263989.97,11971.5,78.75,1465.14,659.97,9767.63,7619.0,3.7
125,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2023Q3,263989.97,11971.5,78.75,1465.14,659.97,9767.63,11526.0,3.7
126,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2023Q4,263989.97,13185.85,78.75,1623.54,659.97,10823.59,11473.0,4.1
127,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2024Q1,258710.17,12626.19,78.75,1552.26,646.78,10348.41,9003.0,4.0
128,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2024Q2,258710.17,11436.13,78.75,1397.03,646.78,9313.57,11083.0,3.6
129,3,Zon & Wind Energieoplossingen,J Informatie en communicatie,1 tot 10 werkzame personen	,2024Q3,258710.17,11138.61,78.75,1358.23,646.78,9054.86,9417.0,3.5
130,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2014Q1,49550.5,2026.08,78.75,237.84,123.88,1585.62,1887.0,3.2
131,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2014Q2,49550.5,1855.14,78.75,215.54,123.88,1436.96,1178.0,2.9
132,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2014Q3,49550.5,1798.15,78.75,208.11,123.88,1387.41,1193.0,2.8
133,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2014Q4,49550.5,2026.08,78.75,237.84,123.88,1585.62,1443.0,3.2
134,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2015Q1,51532.51,2281.77,78.75,270.55,128.83,1803.64,1731.0,3.5
135,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2015Q2,51532.51,1985.45,78.75,231.9,128.83,1545.98,1855.0,3.0
136,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2015Q3,51532.51,1866.93,78.75,216.44,128.83,1442.91,1804.0,2.8
137,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2015Q4,51532.51,2044.72,78.75,239.63,128.83,1597.51,1933.0,3.1
138,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2016Q1,53078.49,2225.77,78.75,262.74,132.7,1751.59,1541.0,3.3
139,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2016Q2,53078.49,2042.65,78.75,238.85,132.7,1592.35,1385.0,3.0
140,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2016Q3,53078.49,1920.57,78.75,222.93,132.7,1486.2,1219.0,2.8
141,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2016Q4,53078.49,2164.73,78.75,254.78,132.7,1698.51,2072.0,3.2
142,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2017Q1,53078.49,2347.86,78.75,278.66,132.7,1857.75,2285.0,3.5
143,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2017Q2,53078.49,2103.69,78.75,246.81,132.7,1645.43,1728.0,3.1
144,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2017Q3,53078.49,2042.65,78.75,238.85,132.7,1592.35,1322.0,3.0
145,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2017Q4,53078.49,2347.86,78.75,278.66,132.7,1857.75,1876.0,3.5
146,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2018Q1,56793.98,2833.26,78.75,340.76,141.98,2271.76,2431.0,4.0
147,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2018Q2,56793.98,2441.38,78.75,289.65,141.98,1931.0,2047.0,3.4
148,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2018Q3,56793.98,2376.07,78.75,281.13,141.98,1874.2,2249.0,3.3
149,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2018Q4,56793.98,2702.63,78.75,323.73,141.98,2158.17,1856.0,3.8
150,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2019Q1,56793.98,2833.26,78.75,340.76,141.98,2271.76,2476.0,4.0
151,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2019Q2,56793.98,2637.32,78.75,315.21,141.98,2101.38,2080.0,3.7
152,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2019Q3,56793.98,2506.69,78.75,298.17,141.98,1987.79,1550.0,3.5
153,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2019Q4,56793.98,2767.95,78.75,332.24,141.98,2214.97,2326.0,3.9
154,4,De Stevige Basis Grondwerken,G Handel,10 tot 100 werkzame personen	,2020Q1,56793.98,3355.76,78.75,408.92,141.98,2726.11,3271.0,4.8
